ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
909,13044,Logística,Fretes,TD,"SD,MM,TM,C4C",TD - BPD002 - Cálculo de custos - Distribuidoras,BPD002 - Transporte e Logística - Cálculo de custos - Distribuidoras,"Permitir o cadastro e manutenção de tabela de modalidades de frete (CIF, FOB, conta de terceiros, transporte
próprio, conta do remetente, destinatário e sem ocorrência de frete).",,,Configuração standard com de/para do incoterms e a modalidade frete. Realizada via SM30. cif e fob se determina atravez do momento de troca do ownrship. O restante se determina atraves dos dados de transporte,,,,,,,
910,13046,Logística,Fretes,TD,TM?,TD - BPD002 - Cálculo de custos - Distribuidoras,BPD002 - Transporte e Logística - Cálculo de custos - Distribuidoras,Permitir a gestão e monitoramento de fretes.,,,o que quer monitorar?a posicao geografica?se foi entregue?se ja foi pago?,,,,,,,
911,13047,Logística,Fretes,TM,,TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),Permitir o vínculo de tabelas padrões de frete com transportadoras/contratos.,,Atende,Tabela de tarifas por veiculo,,GAP,,,,,"As Empresas do Grupo Potencial utilizam tabelas em Excel para realizar a provisão do valor do frete a ser pago ou cobrado do cliente no caso da BWT. Deverá ser desenvolvido esta planilha contendo calculos no SAP e realizar a carga pra as tabelas de custo de frete no TM.

Envio das tabelas de frete para o fluxo de aprovação (Workflow) devido a inclusão de valores."
912,13051,Logística,Gestão de Frotas,FI,"AA, TD",FI - BPD005 - Gestão de Ativos imobilizados (AA),BPD005 - Finanças - Gestão de Ativos imobilizados (AA),"Permitir  a  baixa  do  veículo  (frota  própria).  Possibilitar  a  ativação  ou  desativação  do  mesmo  para  deixá-lo disponível ou indisponível nas operações.
** Considerar os status: Ativo (em operação), Sazonalidade (parado temporariamente), Em Transição (período de  preparação  pós-compra  e  período  de  descaracterização  para  venda)  e,  Inativo  (vendido  ou  inativado
devido avarias/colisão);",,,o veiculo eh um ativo,,FIT,,,J62,,
913,13052,Logística,Gestão de Frotas,TD,PM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  o  cadastro  de  agrupamento  de  veículos  onde  existam  condutor,  placa  do  cavalo,  placa  da  carreta,
filial, com possibilidade de consulta/relatórios considerando o histórico da tabela.",,Atende,"na gestao de veiculo tem placa da carreta, do cavalo, motorista nem sempre pega o mesmo caminhao. Considerar se este requerimento eh mesmo assim",,FIT,,,,,
914,13053,Logística,Gestão de Frotas,PM,TD,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Permitir o controle e gerenciamento de utilização de veículos (por centro de custo, por pessoa, por consumo, por km, etc.",,,,,GAP,,,"BH1,BH2,BJ2",,
915,13056,Logística,Gestão de Frotas,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Controlar manutenções periódicas, seguros, custos (combustivel, peças de reposição, serviços) dos veículos da
frota própria.",,,,,FIT,,,"BH1,BH2,BJ2",,
916,13067,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Permitir  o  controle  de  gerenciamento  das  manutenções  preventivas  programada,  corretiva  programada,
corretiva não programada (emergencial) e preditiva.",,,,,FIT,,,"BH1,BH2,BJ2",,
917,13068,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Manter histórico das manutenções realizadas.
**Permitir  anexar  arquivos  para  registros  permanentes  (OS  executadas).  O  upload  do  arquivo  deve  ser obrigatório no encerramento das ordens preventivas.",,,,,FIT,,,"BH1,BH2,BJ2",,
918,13069,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Permitir o registro de prazo de entrega para manutenção preventiva programada a partir do PCM. Possibilitar
a geração do indicador de Programado x Realizado.",,,,,FIT,,,"BH1,BH2,BJ2",,
919,13070,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Controlar  e  gerenciar  paradas  periódicas  obrigatórias  da  frota  para  execução  de  manutenções  preventivas
programadas.",,,,,FIT,,,"BH1,BH2,BJ2",,
920,13071,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Permitir  o  envio  de  informações  da  manutenção  para  a  área  de  logística  e  vice  versa  (eletronicamente).
Dashboard com disponibilidade e indisponibilidade da frota.",,,,,GAP,,,"BH1,BH2,BJ2",,Permitir o envio de informações da manutenção para a área de logística e vice-versa (eletronicamente). Dashboard com disponibilidade e indisponibilidade da frota Avaliar a forma de disponibilização da informação entre os módulos
921,13072,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,Possibilitar o registro de check list de verificação para manutenções.,,,,,FIT,,,"BH1,BH2,BJ2",,
922,13073,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,Possibilitar a consulta de programações de manutenção.,,,,,FIT,,,"BH1,BH2,BJ2",,
923,13074,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,Possibilitar a consulta da localização da frota para planejamento da manutenção.,,,,,FIT,,,"BH1,BH2,BJ2",,
924,13076,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Possuir  ferramenta/módulo  específico  para  a  gestão  de  pneus,  contendo  obrigatoriamente  as  atividades:
registro,  movimentação,  localização,  custo  km,  km  rodado  total  e  por  vida,  controle  por  marca  ,  modelo, controle de bandas (recape), tipos de danos, aferições e calibrações, etc.",,,,,FIT,,,"BH1,BH2,BJ2",,
925,13077,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Permitir integração com outros sistemas para rastreamento, antecipação de pedágio e averbação de seguros de cargas e CIOT. (Onix, WNG, Target, Via Fácil, A&amp;TM, etc).
**atualização automática semanal de odômetro dos veículos automotores por intermédio da integração com
os sistemas de rastreamento.",,,,,GAP,,,"BH1,BH2,BJ2",,Interface para tratamento de Rota (sistema Target)
842,13079,Logística,Relatórios,MM,TD/SD,MM - BPD001 - Gestão de estoques (Dados Mestres e Processo),BPD001 - Suprimentos - Gestão de estoques (Dados Mestres e Processo),"Permitir  painel  geral,  painel  de  recebimento,  painel  de  expedição,  estoque  em  dias  de  cobertura  e  em unidade monetária, resumindo todas as operações. Dashboard.","VL33N (Z cross TD, SD)",Parcial,GAP CROSS Verificar aderencia ao analitics ,,GAP,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,Interface para tratamento de Rota (sistema Target)
926,13085,Logística,Fretes,TM,FI,TM - BPD006 - Faturamento de Frete - Transportadora,BPD006 - Transporte e Logística - Faturamento de Frete - Transportadora,Averbação Automática das cargas (Seguro de Cargas) – AT&M,,Parcial,O TM atende via GAP de integração ,,GAP,,,,,Averbação Automática das cargas (Seguro de Cargas) – AT&M
927,13086,Logística,Fretes,TM,"Solutio? FI-AP, TM",TM - BPD006 - Faturamento de Frete - Transportadora,BPD006 - Transporte e Logística - Faturamento de Frete - Transportadora,"Processo de pagamentos para terceiros Spot, Terceiro Fiel e Agregados via CIOT conforme legislação da ANTT
– Target",,Parcial,o CIOT fica com a solucao de total compliance?ele deve gerar um contrato de servicos no SAP mas ele precisa ser registrado na SEFAZ,,GAP,,,,,
928,13087,Logística,Fretes,SOLUTIO,TM,SOLUTIO - BPD029 - Gestão Fiscal Inbound SOLUTIO para SAP,BPD029 - Fiscal - Gestão Fiscal Inbound SOLUTIO para SAP,Emissão Automática de MDFe somente com importação dos dados do XML da NF-e,,,mensageria é feita pela SOLUTIO. Definir durante o workshop sobre quais os inputs necessários para geração desse MDFe,,GAP,,,,,Avaliar solução de monitor de NF-e/MDFE utilizada na usina
929,13088,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Possuir  ferramenta/módulo  específico  para  a  gestão  de  Abastecimento  (Conta  Consumo  de  Combustivel), gerar o controle e autorização dos abastecimentos internos e externos, gerando media e desvios de consumo
de diesel e Arla 32. DRE por Viagem",,,,,FIT,,,"BH1,BH2,BJ2",,
930,13089,Logística,Transferências entre Filiais,SD,"SD,MM",SD - BPD002 - Remessa e Outras Saídas,BPD002 -  Comercial - Remessa e Outras Saídas,"Realizar processo sistêmico de triangulação de Nfe's entre filiais - Gerar cobrança do frete do Ponto A para o
Ponto C sem passar pelo ponto B",,,entre filiais eh transferencia inter ou intra-company e nao deve ter custo de frete especialmente se levadas atraves da frota propria. Detalhar melhor esse requerimento,,GAP,,,,,"Ao montar a carga o IDM deverá enviar para o TM os dados:
Ordens de venda/Remessas - Pedido de compras/Remessas, Transportadora, Motorista, Veículo/Placa
Com os dados o TM irá buscar as Unidades de frete correspondente e criar a Ordem de frete  automaticamente."
843,13090,Logística,Relatórios,TM,,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,"Meta de Faturamento por Veículo (separação por Capacidade e Operação) x Realizado - Transferências entre
filiais - Coletas / Entregas.",,Parcial,Pegar mais detalhes,,GAP,,,,,
844,13091,Logística,Relatórios,TM,,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,Projeção de faturamento por veículo até o último dia do mês - Transferências entre filiais - Coletas / Entregas.,,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?)",,GAP,,,,,
845,13092,Logística,Relatórios,TM,,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,"Faturamento de  Veículo, por  Base, separado por  Operação, rota, cliente, motorista, proprietário(próprio ou
terceiro), tipo de veículo/conjunto, etc.",,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?)",,GAP,,,,,
846,13093,Logística,Relatórios,TM,,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,Diárias/Estadias de Terceiros de veículos parados.,,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?) (2- Do que se trata esse requisito, relatório, custos, ou manutenção?)",,GAP,,,,,
847,13094,Logística,Relatórios,TM,,TM - BPD002 - Cálculo de custos - Distribuidoras,BPD002 - Transporte e Logística - Cálculo de custos - Distribuidoras,Quantidade de Contratação de Terceiros por Rota x Custos. Viabilidade de mudança da Operação para Frota.,,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?) (2- Do que se trata esse requisito, relatório, custos, ou manutenção?)",,GAP,,,,,
848,13095,Logística,Relatórios,MM,TD,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),Volume de Produto por Bases x Quantidade de Entrega - Transferências entre filiais.,MMBE/F1061/F1957/F2358,Atende,,,FIT,,"ID 91 - MM (m9)  Administração de estoque (reservas, baixa de estoque, entradas em estoque, transferências e devoluções)",,,
849,13098,Logística,Relatórios,MM,"TD, TM",MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),Volume por Bases x Operações (Frota x Terceiros).,,,Entender requerimento,,,,"ID 91 - MM (m9)  Administração de estoque (reservas, baixa de estoque, entradas em estoque, transferências e devoluções)",,,
850,13099,Logística,Relatórios,TM,,TM - BPD002 - Cálculo de custos - Distribuidoras,BPD002 - Transporte e Logística - Cálculo de custos - Distribuidoras,"Relação de fretes Negociados, comparativo Fretes Potencial x Terceiros. Ganho de Frete em cima de terceiros
(margem positiva x margem negativa).",,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?) (2- Do que se trata esse requisito, relatório, custos, ou manutenção?)",,GAP,,,,,
931,13100,Logística,Gestão de Frotas,N/A,RH,N/A - BPD001 - Dados Mestres Transportes (IS-Oil),BPD001 - OIL - Dados Mestres Transportes (IS-Oil),"Relação de Motoristas que precisam de descanso semanal (considerando as 35 horas de descanso semanal).
Integração com rastreador",,Não atende,,,GAP,,,,,"lei do motorista nao é coberta no SAP, seria parte de RH que nao esta aqui. Precisa um legado que faca essas regras e programe a escala dos motoristas ( do mercado conheço a Positron e o SIGLA, não recomendo nenhum dos dois) - comentario do alinhamento com a SAP no projeto anterior -  No cadastro do motorista haverá a informação de sua disponibilidade (calendário e jornada de trabalho), no entanto o controle de jornada será feito por aplicativo específico (terceiro), não sendo tratado pelo IDM e ou TM"
932,13101,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,"Disponibilidade da frota para Logística integrada automaticamente com as previsões e paradas efetivas para manutenção,   assim   como   a   previsão   de   liberação   conforme   tempo   previsto   ou   liberação   efetiva   da manutenção.  Sistema  deve  estimar  data  prevista  e  tempo  necessário  para  manutenção  automaticamente, onde esta previsão deve refletir automaticamente na disponibilidade do veículo/equipamento. Sistema deve entender  a  composição  total  do  conjunto,  ou  seja,  se  uma  placa  atrelada  ao  conjunto  possuir  previsão  ou
efetiva manutenção, todo o conjunto deve acusar como indisponível, automaticamente.",,,,,FIT,,,"BH1,BH2,BJ2",,
933,13102,Logística,Manutenção da Frota,PM,,PM - BPD004 - Manutenção de Frota,BPD004 - Manufatura - Manutenção de Frota,Custo de Manutenção por faturamento (viagem),,,,,FIT,,,"BH1,BH2,BJ2",,
